"TIPO_REG","U_DPTO","U_MPIO","UA_CLASE","COD_ENCUESTAS","U_VIVIENDA","H_NROHOG","H_NRO_CUARTOS","H_NRO_DORMIT","H_DONDE_PREPALIM","H_AGUA_COCIN","HA_NRO_FALL","HA_TOT_PER"
2,"05","001",1,4153231,60,1,4,1,1,1,NA,2
2,"05","001",1,4153236,2,1,4,3,1,1,NA,3
2,"05","001",1,4153241,59,1,4,2,1,1,NA,1
2,"05","001",1,4153252,70,1,4,1,1,1,NA,1
2,"05","001",1,4153255,1,1,2,2,1,1,NA,3
2,"05","001",1,4153260,56,1,4,3,1,1,NA,3
2,"05","001",1,4153266,3,1,4,3,1,1,NA,4
2,"05","001",1,4153271,53,1,4,3,1,1,NA,4
2,"05","001",1,4153282,2,1,3,1,1,1,NA,2
2,"05","001",1,4153289,52,1,4,3,1,1,NA,4
2,"05","001",1,4153291,3,1,2,1,1,1,NA,2
2,"05","001",1,4153297,3,1,1,1,6,NA,NA,1
2,"05","001",1,4153301,48,1,4,1,1,1,NA,1
2,"05","001",1,4153302,1,1,3,2,1,1,NA,3
2,"05","001",1,4153305,47,1,4,1,1,1,NA,1
2,"05","001",1,4153309,3,1,4,1,1,1,NA,1
2,"05","001",1,4153311,3,1,4,3,1,1,NA,5
2,"05","001",1,4153314,20,1,4,2,1,1,NA,2
2,"05","001",1,4153320,6,1,5,3,1,1,NA,7
2,"05","001",1,4153326,1,1,4,2,1,1,NA,2
2,"05","001",1,4153331,1,1,3,2,1,1,NA,3
2,"05","001",1,4153336,1,1,6,5,1,1,NA,9
2,"05","001",1,4153337,1,1,4,1,1,1,NA,1
2,"05","001",1,4153342,3,1,3,2,2,1,NA,3
2,"05","001",1,4153346,4,1,2,1,1,1,NA,3
2,"05","001",1,4153352,3,1,1,1,6,NA,NA,1
2,"05","001",1,4153354,1,1,2,1,1,1,NA,3
2,"05","001",1,4153359,2,1,1,1,6,NA,NA,1
2,"05","001",1,4153362,2,1,3,2,1,1,NA,5
2,"05","001",1,4153364,1,1,1,1,5,1,NA,1
2,"05","001",1,4153367,10,1,4,2,1,1,NA,3
2,"05","001",1,4153370,1,1,2,1,3,1,NA,2
2,"05","001",1,4153377,19,1,4,2,1,1,NA,3
2,"05","001",1,4153378,2,1,3,2,1,1,NA,2
2,"05","001",1,4153384,22,1,3,3,1,1,NA,3
2,"05","001",1,4153385,2,1,4,3,1,1,NA,4
2,"05","001",1,4153386,8,1,3,2,1,1,NA,3
2,"05","001",1,4153387,38,1,5,3,1,1,NA,1
2,"05","001",1,4153391,25,1,4,3,1,1,NA,1
2,"05","001",1,4153392,1,1,4,3,1,1,NA,4
2,"05","001",1,4153393,2,1,4,2,1,1,NA,2
2,"05","001",1,4153394,27,1,4,3,1,1,NA,3
2,"05","001",1,4153402,1,1,6,5,1,1,NA,5
2,"05","001",1,4153403,9,1,4,3,1,1,NA,3
2,"05","001",1,4153421,1,1,4,2,1,1,NA,1
2,"05","001",1,4153424,1,1,3,2,1,1,NA,1
2,"05","001",1,4153429,7,1,4,1,1,1,NA,2
2,"05","001",1,4153433,13,1,5,3,1,1,NA,3
2,"05","001",1,4153437,18,1,4,2,1,1,NA,3
2,"05","001",1,4153438,2,1,4,3,1,1,NA,4
